134,1412435020,15.467304209921288,44.99047954326298,60.457783753184266,1412435026,16.116083018448343,60.457797905462776,76.57388092391112
160,1412434982,9.8390087083044,0,14.828286274844324,1412434983,15.231555117932778,14.82837157724132,30.0599266951741,1412434991,15.083303870056316,30.059987782529017,45.14329165258533,1412434991,15.083303870056316,30.059987782529017,45.14329165258533,1412434998,15.115120885124313,45.14335924298749,60.258480128111806,1412435017,14.909698681561323,60.25855291891105,75.16825160047237,1412435019,14.995635520623054,75.16831375473926,90.16394927536231
133,1412434999,15.049068863429358,29.85932472023438,44.90839358366374
135,1412435038,2.0840595448103016,54.99047680578886,57.07453635059916,1412435038,17.316338091707806,57.07454850392553,74.39088659563333,1412435050,14.798573431050698,74.39089167670177,89.18946510775247,1412435067,12.810526744612375,89.18947325538763,102.0,1412435067,12.810526744612375,89.18947325538763,102.0
